地區,村莊,名稱,貢獻,用途,用途等級,格數,CP值
卡爾佩恩直轄領,卡爾佩恩首都,市場街5-7號,2,倉庫,2,5,2.5
卡爾佩恩直轄領,卡爾佩恩首都,市場街5-7號,2,盔甲鍛造工坊,2,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街5-7號,2,加工坊,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街5-7號,2,礦物加工廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街5-7號,2,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-1號2樓,1,倉庫,1,3,3
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-1號2樓,1,魚加工廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-1號2樓,1,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-2號,1,倉庫,1,3,3
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-2號,1,精鍊廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-2號,1,蘑菇加工廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-2號,1,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-3號1樓,2,倉庫,2,5,2.5
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-3號1樓,2,手工藝工坊,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-3號1樓,2,木工藝工坊,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-3號1樓,2,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-3號2樓,2,倉庫,3,8,4
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-3號2樓,2,精鍊廠,2,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-3號2樓,2,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-4號,2,倉庫,2,5,2.5
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-4號,2,手工藝工坊,2,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-4號,2,工具工坊,2,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-4號,2,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-5號1樓,2,倉庫,3,8,4
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-5號1樓,2,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-5號2樓,3,倉庫,4,12,4
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-5號2樓,3,馬具製作工坊,2,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-5號2樓,3,家具工坊,3,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街6-5號2樓,3,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-1號1號室,2,倉庫,3,8,4
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-1號1號室,2,工具工坊,3,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-1號1號室,2,精鍊廠,2,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-1號1號室,2,攻城武器製作廠,3,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-1號1號室,2,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-1號2號室,3,倉庫,4,12,4
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-1號2號室,3,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-2號,3,倉庫,3,8,2.67
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-2號,3,木工藝工坊,2,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-2號,3,家具工坊,3,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-2號,3,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-3號1樓,2,倉庫,1,3,1.5
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-3號1樓,2,宿舍,1,1,0.5
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-3號1樓,2,蘑菇加工廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-3號1樓,2,農作物加工廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-3號1樓,2,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-3號2樓,1,倉庫,1,3,3
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-3號2樓,1,精鍊廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-3號2樓,1,礦物加工廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-3號2樓,1,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-4號2樓,1,倉庫,2,5,5
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-4號2樓,1,宿舍,1,1,1
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-4號2樓,1,魚加工廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-4號2樓,1,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-5號2樓,3,倉庫,3,8,2.67
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-5號2樓,3,加工坊,2,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-5號2樓,3,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-6號1樓,2,倉庫,2,5,2.5
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-6號1樓,2,宿舍,2,2,1
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-6號1樓,2,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-6號2樓,2,殘月服裝製作廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-6號2樓,2,倉庫,3,8,4
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-6號2樓,2,宿舍,3,4,2
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-6號2樓,2,服裝製作廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-6號2樓,2,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-6號3樓,3,倉庫,4,12,4
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-6號3樓,3,宿舍,3,4,1.33
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-6號3樓,3,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-7號1樓,3,倉庫,3,8,2.67
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-7號1樓,3,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-7號2樓,3,倉庫,5,16,5.33
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-7號2樓,3,造船廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,市場街7-7號2樓,3,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林1-1號1號室,1,倉庫,1,3,3
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林1-1號1號室,1,農作物加工廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林1-1號1號室,1,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林1-1號2號室,1,倉庫,1,3,3
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林1-1號2號室,1,宿舍,1,1,1
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林1-1號2號室,1,精鍊廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林1-1號2號室,1,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林1-1號3號室,2,倉庫,2,5,2.5
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林1-1號3號室,2,宿舍,2,2,1
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林1-1號3號室,2,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林1-2號,2,倉庫,1,3,1.5
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林1-2號,2,工具工坊,2,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林1-2號,2,礦物加工廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林1-2號,2,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林1-3號,3,倉庫,3,8,2.67
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林1-3號,3,加工坊,2,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林1-3號,3,弗洛林工坊,3,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林1-3號,3,家具工坊,3,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林1-3號,3,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林2-1號,1,倉庫,1,3,3
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林2-1號,1,農作物加工廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林2-1號,1,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林2-2號,1,倉庫,1,3,3
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林2-2號,1,蘑菇加工廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林2-2號,1,木材加工廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林2-2號,1,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林2-3號,2,倉庫,2,5,2.5
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林2-3號,2,宿舍,1,1,0.5
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林2-3號,2,家具工坊,2,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林2-3號,2,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林2-4號,3,倉庫,3,8,2.67
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林2-4號,3,精鍊廠,2,,0
卡爾佩恩直轄領,卡爾佩恩首都,弗洛林2-4號,3,居住地,1,,0
卡爾佩恩直轄領,凱波嵐村莊,吉亞尼恩農場1號,3,倉庫,2,5,1.67
卡爾佩恩直轄領,凱波嵐村莊,吉亞尼恩農場1號,3,宿舍,1,1,0.33
卡爾佩恩直轄領,凱波嵐村莊,吉亞尼恩農場1號,3,精鍊廠,1,,0
卡爾佩恩直轄領,凱波嵐村莊,吉亞尼恩農場1號,3,農作物加工廠,1,,0
卡爾佩恩直轄領,凱波嵐村莊,吉亞尼恩農場1號,3,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-1號1樓,1,倉庫,1,3,3
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-1號1樓,1,宿舍,1,1,1
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-1號1樓,1,農作物加工廠,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-1號1樓,1,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-1號2樓,2,倉庫,2,5,2.5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-1號2樓,2,宿舍,1,1,0.5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-1號2樓,2,精鍊廠,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-1號2樓,2,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-2號1樓,2,倉庫,2,5,2.5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-2號1樓,2,木材加工廠,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-2號1樓,2,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-2號2樓,2,倉庫,2,5,2.5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-2號2樓,2,宿舍,1,1,0.5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-2號2樓,2,木工藝工坊,2,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-2號2樓,2,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-2號3樓,2,倉庫,1,3,1.5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-2號3樓,2,精鍊廠,2,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-2號3樓,2,家具工坊,3,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-2號3樓,2,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-3號,2,倉庫,3,8,4
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-3號,2,工具工坊,3,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-3號,2,礦物加工廠,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-3號,2,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-4號1樓,2,倉庫,4,12,6
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-4號1樓,2,宿舍,3,4,2
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-4號1樓,2,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-4號2樓,3,倉庫,5,16,5.33
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-4號2樓,3,宿舍,3,4,1.33
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-4號2樓,3,加工坊,3,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-4號2樓,3,船舶零件工坊,4,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅1-4號2樓,3,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-1號1號室,1,倉庫,1,3,3
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-1號1號室,1,宿舍,1,1,1
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-1號1號室,1,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-1號1樓,2,倉庫,2,5,2.5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-1號1樓,2,蘑菇加工廠,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-1號1樓,2,農作物加工廠,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-1號1樓,2,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-1號2號室,1,倉庫,1,3,3
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-1號2號室,1,宿舍,1,1,1
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-1號2號室,1,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-1號2號室,1,殘月家具工坊,3,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-2號1樓,1,倉庫,2,5,5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-2號1樓,1,工具工坊,2,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-2號1樓,1,礦物加工廠,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-2號1樓,1,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-2號2樓,2,倉庫,3,8,4
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-2號2樓,2,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-3號1樓,2,倉庫,2,5,2.5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-3號1樓,2,加工坊,2,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-3號1樓,2,精鍊廠,2,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-3號1樓,2,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-3號2樓,1,倉庫,3,8,8
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-3號2樓,1,宿舍,2,2,2
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-3號2樓,1,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-4號1樓,1,倉庫,2,5,5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-4號1樓,1,家具工坊,2,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-4號1樓,1,木材加工廠,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-4號1樓,1,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-4號2樓,2,倉庫,1,3,1.5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-4號2樓,2,手工藝工坊,3,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-4號2樓,2,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-5號,4,倉庫,5,16,4
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-5號,4,宿舍,3,4,1
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-5號,4,精鍊廠,3,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅2-5號,4,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-1號1樓,1,倉庫,1,3,3
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-1號1樓,1,魚加工廠,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-1號1樓,1,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-1號2樓,2,倉庫,2,5,2.5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-1號2樓,2,宿舍,1,1,0.5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-1號2樓,2,魚加工廠,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-1號2樓,2,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-1號3樓,2,倉庫,2,5,2.5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-1號3樓,2,宿舍,2,2,1
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-1號3樓,2,精鍊廠,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-1號3樓,2,魚加工廠,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-1號3樓,2,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-2號1樓,2,倉庫,2,5,2.5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-2號1樓,2,精鍊廠,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-2號1樓,2,木材加工廠,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-2號1樓,2,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-2號2樓,2,倉庫,1,3,1.5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-2號2樓,2,宿舍,1,1,0.5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-2號2樓,2,家具工坊,2,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-2號2樓,2,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-3號1樓,1,倉庫,2,5,5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-3號1樓,1,礦物加工廠,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-3號1樓,1,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-3號2樓,1,倉庫,2,5,5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-3號2樓,1,宿舍,1,1,1
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-3號2樓,1,武器鍛造工坊,2,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-3號2樓,1,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-4號1樓,3,倉庫,3,8,2.67
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-4號1樓,3,工具工坊,3,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-4號1樓,3,礦物加工廠,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-4號1樓,3,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-4號2樓,2,倉庫,1,3,1.5
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-4號2樓,2,馬具製作工坊,2,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-4號2樓,2,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-5號1樓,2,倉庫,4,12,6
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-5號1樓,2,木工藝工坊,3,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-5號1樓,2,木材加工廠,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-5號1樓,2,居住地,1,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-5號2樓,3,倉庫,5,16,5.33
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-5號2樓,3,宿舍,3,4,1.33
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-5號2樓,3,造船廠,3,,0
卡爾佩恩直轄領,艾裴莉雅港口村莊,艾裴莉雅3-5號2樓,3,居住地,1,,0
卡爾佩恩直轄領,特蘭特村莊,貝爾1號,2,倉庫,2,5,2.5
卡爾佩恩直轄領,特蘭特村莊,貝爾1號,2,宿舍,1,1,0.5
卡爾佩恩直轄領,特蘭特村莊,貝爾1號,2,蘑菇加工廠,1,,0
卡爾佩恩直轄領,特蘭特村莊,貝爾1號,2,居住地,1,,0
卡爾佩恩直轄領,特蘭特村莊,貝爾2號,1,倉庫,2,5,5
卡爾佩恩直轄領,特蘭特村莊,貝爾2號,1,宿舍,1,1,1
卡爾佩恩直轄領,特蘭特村莊,貝爾2號,1,精鍊廠,1,,0
卡爾佩恩直轄領,特蘭特村莊,貝爾2號,1,木材加工廠,1,,0
卡爾佩恩直轄領,特蘭特村莊,貝爾2號,1,居住地,1,,0
卡爾佩恩直轄領,特蘭特村莊,貝爾3號,2,倉庫,2,5,2.5
卡爾佩恩直轄領,特蘭特村莊,貝爾3號,2,木工藝工坊,2,,0
卡爾佩恩直轄領,特蘭特村莊,貝爾3號,2,居住地,1,,0
卡爾佩恩直轄領,特蘭特村莊,貝爾4號,2,倉庫,3,8,4
卡爾佩恩直轄領,特蘭特村莊,貝爾4號,2,工具工坊,3,,0
卡爾佩恩直轄領,特蘭特村莊,貝爾4號,2,精鍊廠,1,,0
卡爾佩恩直轄領,特蘭特村莊,貝爾4號,2,礦物加工廠,1,,0
卡爾佩恩直轄領,特蘭特村莊,貝爾4號,2,居住地,1,,0
卡爾佩恩直轄領,特蘭特村莊,貝爾5號,3,倉庫,4,12,4
卡爾佩恩直轄領,特蘭特村莊,貝爾5號,3,武器鍛造工坊,3,,0
卡爾佩恩直轄領,特蘭特村莊,貝爾5號,3,手工藝工坊,3,,0
卡爾佩恩直轄領,特蘭特村莊,貝爾5號,3,木工藝工坊,3,,0
卡爾佩恩直轄領,特蘭特村莊,貝爾5號,3,居住地,1,,0
卡爾佩恩直轄領,特蘭特村莊,貝爾6號,3,倉庫,5,16,5.33
卡爾佩恩直轄領,特蘭特村莊,貝爾6號,3,精鍊廠,3,,0
卡爾佩恩直轄領,特蘭特村莊,貝爾6號,3,馬車製作廠,1,,0
卡爾佩恩直轄領,特蘭特村莊,貝爾6號,3,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,帕勒斯牛牧場1號,2,倉庫,2,5,2.5
卡爾佩恩直轄領,卡爾佩恩首都,帕勒斯牛牧場1號,2,宿舍,2,2,1
卡爾佩恩直轄領,卡爾佩恩首都,帕勒斯牛牧場1號,2,精鍊廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,帕勒斯牛牧場1號,2,居住地,1,,0
卡爾佩恩直轄領,特蘭特村莊,長葉樹偵查崗哨1樓,3,倉庫,2,5,1.67
卡爾佩恩直轄領,特蘭特村莊,長葉樹偵查崗哨1樓,3,宿舍,1,1,0.33
卡爾佩恩直轄領,特蘭特村莊,長葉樹偵查崗哨1樓,3,木材加工廠,1,,0
卡爾佩恩直轄領,特蘭特村莊,長葉樹偵查崗哨1樓,3,居住地,1,,0
卡爾佩恩直轄領,特蘭特村莊,長葉樹偵查崗哨2樓,3,倉庫,3,8,2.67
卡爾佩恩直轄領,特蘭特村莊,長葉樹偵查崗哨2樓,3,宿舍,2,2,0.67
卡爾佩恩直轄領,特蘭特村莊,長葉樹偵查崗哨2樓,3,精鍊廠,2,,0
卡爾佩恩直轄領,特蘭特村莊,長葉樹偵查崗哨2樓,3,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,迪亞斯農場1號,1,倉庫,1,3,3
卡爾佩恩直轄領,卡爾佩恩首都,迪亞斯農場1號,1,農作物加工廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,迪亞斯農場1號,1,礦物加工廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,迪亞斯農場1號,1,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,迪亞斯農場2號1樓,1,倉庫,2,5,5
卡爾佩恩直轄領,卡爾佩恩首都,迪亞斯農場2號1樓,1,蘑菇加工廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,迪亞斯農場2號1樓,1,木材加工廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,迪亞斯農場2號1樓,1,居住地,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,迪亞斯農場2號2樓,2,倉庫,2,5,2.5
卡爾佩恩直轄領,卡爾佩恩首都,迪亞斯農場2號2樓,2,精鍊廠,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,迪亞斯農場2號2樓,2,馬具製作工坊,1,,0
卡爾佩恩直轄領,卡爾佩恩首都,迪亞斯農場2號2樓,2,居住地,1,,0
卡爾佩恩直轄領,特蘭特村莊,特蘭特1號,1,倉庫,1,3,3
卡爾佩恩直轄領,特蘭特村莊,特蘭特1號,1,魚加工廠,1,,0
卡爾佩恩直轄領,特蘭特村莊,特蘭特1號,1,蘑菇加工廠,1,,0
卡爾佩恩直轄領,特蘭特村莊,特蘭特1號,1,居住地,1,,0
卡爾佩恩直轄領,特蘭特村莊,特蘭特2號,2,倉庫,2,5,2.5
卡爾佩恩直轄領,特蘭特村莊,特蘭特2號,2,宿舍,1,1,0.5
